,No.U,CONT,IGSS0,IGSS1,IGSSR1,VTH,BVDSS1,BVDSS2,IDSS1,IDSS2,IGSS2,IGSSR2,Wafer_ID,Seq,X,Y,Bin,Lot_ID
849,10.0,1e-08,2e-10,6e-10,3.213,130.4,130.5,1.21e-08,1.93e-08,1.7e-09,1.7e-09,,6,140,19,1,1.0,FA54-5339-327A-250501@203
850,11.0,0.0,8e-10,1.4e-09,3.209,130.3,130.5,1.27e-08,2.24e-08,1.4e-09,3e-10,,6,141,19,1,1.0,FA54-5339-327A-250501@203
851,12.0,0.0,3e-10,5e-10,3.23,130.1,130.3,1.29e-08,2.3e-08,5.6e-09,8e-10,,6,142,19,1,1.0,FA54-5339-327A-250501@203
852,11.0,0.0,8e-10,1.5e-09,3.12,129.3,129.6,1.08e-08,1.7e-08,3.9e-09,3.9e-09,,7,1,5,1,1.0,FA54-5339-327A-250501@203
853,14.0,0.0,2.8e-09,1.3e-09,3.088,129.7,130.1,1.01e-08,1.94e-08,3.1e-09,4.2e-09,,7,2,6,1,1.0,FA54-5339-327A-250501@203
854,13.0,2e-08,2e-09,3.5e-09,3.132,130.0,130.3,1.03e-08,1.76e-08,4.4e-09,3e-09,,7,3,6,1,1.0,FA54-5339-327A-250501@203
855,12.0,2e-08,1.3e-09,6.7e-09,3.12,130.2,130.4,1.07e-08,1.85e-08,5.9e-09,9e-10,,7,4,6,1,1.0,FA54-5339-327A-250501@203
856,11.0,0.0,1.8e-09,1.6e-09,3.076,130.3,130.6,1e-08,1.9e-08,2.3e-09,2.6e-09,,7,5,6,1,1.0,FA54-5339-327A-250501@203
857,10.0,0.0,4e-10,6.5e-09,3.078,130.3,130.5,9.6e-09,1.97e-08,7e-10,3e-10,,7,6,6,1,1.0,FA54-5339-327A-250501@203
858,9.0,0.0,7e-10,5e-10,3.083,130.2,130.3,8.9e-09,1.8e-08,4.8e-09,2e-10,,7,7,6,1,1.0,FA54-5339-327A-250501@203
859,7.0,0.0,3.6e-09,4.1e-09,3.102,129.4,129.8,8.8e-09,1.91e-08,2.2e-09,2.8e-09,,7,8,7,1,1.0,FA54-5339-327A-250501@203
860,8.0,0.0,1.3e-09,2.8e-09,3.122,130.3,130.5,1.06e-08,1.77e-08,3.7e-09,2.1e-09,,7,9,7,1,1.0,FA54-5339-327A-250501@203
861,9.0,1e-08,4.8e-09,3e-09,3.07,130.4,130.6,8.9e-09,1.79e-08,2.2e-09,3.9e-09,,7,10,7,1,1.0,FA54-5339-327A-250501@203
862,10.0,2e-08,2e-09,7.3e-09,3.085,130.5,130.7,9.4e-09,1.77e-08,4.6e-09,9e-10,,7,11,7,1,1.0,FA54-5339-327A-250501@203
863,11.0,0.0,1.9e-09,1.9e-09,3.136,130.5,130.7,9.4e-09,1.91e-08,2.1e-09,2.4e-09,,7,12,7,1,1.0,FA54-5339-327A-250501@203
864,12.0,0.0,1.9e-09,3.1e-09,3.074,130.5,130.6,9.3e-09,1.86e-08,3.4e-09,2e-10,,7,13,7,1,1.0,FA54-5339-327A-250501@203
865,13.0,2e-08,7e-10,5e-10,3.177,130.5,130.8,9.5e-09,1.68e-08,2.7e-09,2.3e-09,,7,14,7,1,1.0,FA54-5339-327A-250501@203
866,14.0,0.0,3.5e-09,2e-10,3.104,130.6,130.8,8.8e-09,1.88e-08,0.0,1.6e-09,,7,15,7,1,1.0,FA54-5339-327A-250501@203
867,15.0,1e-08,2.1e-09,5.3e-09,3.077,130.1,130.4,1.01e-08,1.9e-08,4.9e-09,1.5e-09,,7,16,7,1,1.0,FA54-5339-327A-250501@203
868,16.0,1e-08,6e-10,1.9e-09,3.057,130.1,130.3,1.05e-08,1.82e-08,2e-09,8e-10,,7,17,8,1,1.0,FA54-5339-327A-250501@203
869,15.0,0.0,7e-10,1.3e-09,3.08,130.5,130.8,1.01e-08,1.74e-08,2.8e-09,7e-10,,7,18,8,1,1.0,FA54-5339-327A-250501@203
870,14.0,0.0,1.1e-09,1.4e-09,3.102,130.7,131.0,9e-09,1.63e-08,2.9e-09,5.6e-09,,7,19,8,1,1.0,FA54-5339-327A-250501@203
871,13.0,0.0,0.0,3e-10,3.227,130.4,130.6,9.7e-09,1.86e-08,2.7e-09,1.6e-09,,7,20,8,1,1.0,FA54-5339-327A-250501@203
872,12.0,1e-08,1.8e-09,3.6e-09,3.166,130.3,130.4,9.7e-09,1.97e-08,2.4e-09,5e-10,,7,21,8,1,1.0,FA54-5339-327A-250501@203
873,11.0,0.0,3.6e-09,8e-10,3.164,130.2,130.4,1.02e-08,1.83e-08,3e-09,2.3e-09,,7,22,8,1,1.0,FA54-5339-327A-250501@203
874,10.0,1e-08,3e-10,4.5e-09,3.132,130.3,130.5,9.7e-09,1.94e-08,1.4e-09,7e-10,,7,23,8,1,1.0,FA54-5339-327A-250501@203
875,9.0,0.0,1.4e-09,3.5e-09,3.11,130.4,130.7,1.04e-08,1.78e-08,3.8e-09,1.1e-09,,7,24,8,1,1.0,FA54-5339-327A-250501@203
876,8.0,0.0,1.7e-09,0.0,3.153,130.4,130.7,9.8e-09,1.84e-08,3.2e-09,4.8e-09,,7,25,8,1,1.0,FA54-5339-327A-250501@203
877,7.0,1e-08,1.9e-09,1e-09,3.081,130.1,130.4,1e-08,1.9e-08,2e-09,6e-10,,7,26,8,1,1.0,FA54-5339-327A-250501@203
878,6.0,0.0,3.6e-09,6.1e-09,3.159,129.9,130.3,9.8e-09,1.89e-08,6.5e-09,2e-10,,7,27,9,1,1.0,FA54-5339-327A-250501@203
879,7.0,0.0,1.3e-09,6e-10,3.124,130.4,130.5,1.01e-08,1.76e-08,2.5e-09,3.8e-09,,7,28,9,1,1.0,FA54-5339-327A-250501@203
880,8.0,1e-08,2.8e-09,2.2e-09,3.22,130.3,130.6,9.6e-09,1.9e-08,8e-10,1e-10,,7,29,9,1,1.0,FA54-5339-327A-250501@203
881,9.0,0.0,1e-10,2.1e-09,3.138,130.3,130.4,8.5e-09,1.85e-08,3.2e-09,1.6e-09,,7,30,9,1,1.0,FA54-5339-327A-250501@203
882,10.0,0.0,6e-10,5e-10,3.153,130.3,130.5,1.01e-08,1.88e-08,4.4e-09,2.6e-09,,7,31,9,1,1.0,FA54-5339-327A-250501@203
883,11.0,0.0,2.1e-09,4e-10,3.195,130.4,130.6,1.16e-08,1.84e-08,4.6e-09,2e-10,,7,32,9,1,1.0,FA54-5339-327A-250501@203
884,12.0,1e-08,3e-10,4.6e-09,3.131,130.5,130.8,9.9e-09,1.9e-08,4.7e-09,4.8e-09,,7,33,9,1,1.0,FA54-5339-327A-250501@203
885,13.0,1e-08,2e-09,6e-10,3.228,130.5,130.8,8e-09,1.72e-08,3.5e-09,4.2e-09,,7,34,9,1,1.0,FA54-5339-327A-250501@203
886,14.0,1e-08,2e-10,6e-09,3.146,130.4,130.7,9.4e-09,1.73e-08,2.5e-09,3.8e-09,,7,35,9,1,1.0,FA54-5339-327A-250501@203
887,15.0,0.0,2.8e-09,9e-10,3.077,130.5,130.6,9e-09,1.81e-08,2.5e-09,2.4e-09,,7,36,9,1,1.0,FA54-5339-327A-250501@203
888,16.0,0.0,2.6e-09,3e-09,3.095,130.4,130.7,8.1e-09,1.79e-08,4e-10,1e-10,,7,37,9,1,1.0,FA54-5339-327A-250501@203
889,17.0,0.0,1.1e-09,4.1e-09,3.16,130.1,130.3,9.5e-09,1.81e-08,1.4e-09,1e-09,,7,38,10,1,1.0,FA54-5339-327A-250501@203
890,16.0,0.0,2.4e-09,2e-09,3.124,130.4,130.6,8.3e-09,1.84e-08,2.2e-09,1.5e-09,,7,39,10,1,1.0,FA54-5339-327A-250501@203
891,15.0,0.0,8e-10,4e-09,3.124,130.1,130.3,7.9e-09,1.77e-08,6e-10,5e-10,,7,40,10,1,1.0,FA54-5339-327A-250501@203
892,14.0,1e-08,1e-09,3.9e-09,3.167,130.4,130.6,9.9e-09,1.73e-08,2.2e-09,2.1e-09,,7,41,10,1,1.0,FA54-5339-327A-250501@203
893,13.0,0.0,1.5e-09,1.8e-09,3.258,130.6,130.9,9.7e-09,1.87e-08,2.4e-09,9e-10,,7,42,10,1,1.0,FA54-5339-327A-250501@203
894,12.0,1e-08,4e-10,2.4e-09,3.256,130.8,131.0,9.8e-09,1.87e-08,3.2e-09,2.5e-09,,7,43,10,1,1.0,FA54-5339-327A-250501@203
895,11.0,0.0,6e-10,2.8e-09,3.206,130.7,130.9,1.19e-08,1.84e-08,3.9e-09,2.4e-09,,7,44,10,1,1.0,FA54-5339-327A-250501@203
896,10.0,0.0,1e-09,4.5e-09,3.162,130.6,130.8,1.07e-08,1.94e-08,4.2e-09,4.2e-09,,7,45,10,1,1.0,FA54-5339-327A-250501@203
897,9.0,0.0,1.7e-09,2.5e-09,3.239,130.3,130.6,1.03e-08,1.85e-08,2.2e-09,6e-10,,7,46,10,1,1.0,FA54-5339-327A-250501@203
898,8.0,1e-08,1.8e-09,3.6e-09,3.181,130.1,130.3,9.9e-09,1.91e-08,1e-09,1e-09,,7,47,10,1,1.0,FA54-5339-327A-250501@203
899,7.0,0.0,7e-10,1.6e-09,3.19,130.5,130.6,1.02e-08,1.9e-08,3.8e-09,2.6e-09,,7,48,10,1,1.0,FA54-5339-327A-250501@203
900,6.0,0.0,6e-10,1e-09,3.184,130.2,130.4,9.2e-09,1.96e-08,5.7e-09,3e-10,,7,49,10,1,1.0,FA54-5339-327A-250501@203
901,5.0,0.0,1.8e-09,5.3e-09,3.167,128.9,129.3,1.06e-08,2.13e-08,3.2e-09,0.0,,7,50,11,1,1.0,FA54-5339-327A-250501@203
902,6.0,1e-08,5e-10,3e-10,3.166,130.2,130.4,9.6e-09,1.93e-08,4e-09,2e-09,,7,51,11,1,1.0,FA54-5339-327A-250501@203
903,7.0,0.0,2.3e-09,1e-10,3.203,130.4,130.7,1.12e-08,1.77e-08,4.3e-09,4.4e-09,,7,52,11,1,1.0,FA54-5339-327A-250501@203
904,8.0,0.0,5e-10,7e-10,3.2,130.3,130.4,9.4e-09,1.89e-08,3.9e-09,1.4e-09,,7,53,11,1,1.0,FA54-5339-327A-250501@203
905,9.0,0.0,2.2e-09,3.2e-09,3.219,130.6,130.8,1.1e-08,1.74e-08,3.9e-09,2.9e-09,,7,54,11,1,1.0,FA54-5339-327A-250501@203
906,10.0,0.0,1.3e-09,1.3e-09,3.189,130.7,130.9,1.1e-08,1.87e-08,4.3e-09,4e-09,,7,55,11,1,1.0,FA54-5339-327A-250501@203
907,11.0,0.0,2.8e-09,2e-09,3.224,130.3,130.6,1.06e-08,1.9e-08,7e-10,2.4e-09,,7,56,11,1,1.0,FA54-5339-327A-250501@203
908,12.0,0.0,1.6e-09,5e-10,3.247,130.3,130.6,1.03e-08,1.89e-08,6.6e-09,1.8e-09,,7,57,11,1,1.0,FA54-5339-327A-250501@203
909,13.0,0.0,7e-10,3.6e-09,3.267,130.6,130.8,1.1e-08,1.8e-08,2e-09,2.4e-09,,7,58,11,1,1.0,FA54-5339-327A-250501@203
910,14.0,0.0,9e-10,1.7e-09,3.181,130.5,130.7,9.4e-09,1.71e-08,2.8e-09,6.1e-09,,7,59,11,1,1.0,FA54-5339-327A-250501@203
911,15.0,0.0,3.4e-09,1.4e-09,3.166,129.9,130.2,9.3e-09,1.84e-08,1e-10,2.4e-09,,7,60,11,1,1.0,FA54-5339-327A-250501@203
912,16.0,0.0,1.9e-09,3.6e-09,3.159,130.2,130.4,7.8e-09,1.69e-08,6e-09,2.2e-09,,7,61,11,1,1.0,FA54-5339-327A-250501@203
913,17.0,0.0,7e-10,2.8e-09,3.179,130.2,130.3,9.3e-09,1.76e-08,4.3e-09,5.6e-09,,7,62,11,1,1.0,FA54-5339-327A-250501@203
914,17.0,1e-08,2.6e-09,1.8e-09,3.198,130.1,130.3,8.6e-09,1.77e-08,5.5e-09,4.6e-09,,7,63,12,1,1.0,FA54-5339-327A-250501@203
915,16.0,0.0,2.5e-09,2.6e-09,3.179,130.0,130.2,9.9e-09,1.69e-08,4.1e-09,5.6e-09,,7,64,12,1,1.0,FA54-5339-327A-250501@203
916,15.0,2e-08,3.9e-09,0.0,3.096,129.8,130.1,9.3e-09,1.84e-08,4e-10,6e-10,,7,65,12,1,1.0,FA54-5339-327A-250501@203
917,14.0,1e-08,8e-10,4.5e-09,3.175,130.4,130.7,1.03e-08,1.76e-08,2e-09,7e-10,,7,66,12,1,1.0,FA54-5339-327A-250501@203
918,13.0,0.0,1.5e-09,3e-10,3.271,130.1,130.3,1.09e-08,2.02e-08,1.1e-09,1e-09,,7,67,12,1,1.0,FA54-5339-327A-250501@203
919,12.0,0.0,9e-10,7e-10,3.207,129.4,129.8,1.22e-08,2.08e-08,4.6e-09,3.9e-09,,7,68,12,1,1.0,FA54-5339-327A-250501@203
920,11.0,0.0,3.6e-09,7e-10,3.217,129.4,129.8,1.19e-08,1.97e-08,4.2e-09,2.9e-09,,7,69,12,1,1.0,FA54-5339-327A-250501@203
921,10.0,0.0,2e-09,3e-10,3.189,130.5,130.7,1.08e-08,1.8e-08,5.1e-09,4.2e-09,,7,70,12,1,1.0,FA54-5339-327A-250501@203
922,9.0,0.0,2.3e-09,5.1e-09,3.196,130.7,131.1,1.2e-08,1.8e-08,6.2e-09,1.7e-09,,7,71,12,1,1.0,FA54-5339-327A-250501@203
923,8.0,0.0,9e-10,3.8e-09,3.255,130.4,130.6,1.12e-08,2.02e-08,3.7e-09,3.4e-09,,7,72,12,1,1.0,FA54-5339-327A-250501@203
924,7.0,0.0,5e-10,1.3e-09,3.175,130.5,130.7,1.17e-08,1.87e-08,2e-09,1.1e-09,,7,73,12,1,1.0,FA54-5339-327A-250501@203
925,6.0,0.0,8e-10,4.9e-09,3.185,130.3,130.7,1.02e-08,1.97e-08,4.8e-09,4.8e-09,,7,74,12,1,1.0,FA54-5339-327A-250501@203
926,5.0,0.0,2.6e-09,2e-10,3.18,128.9,129.2,8.8e-09,2.07e-08,5.8e-09,3.5e-09,,7,75,12,1,1.0,FA54-5339-327A-250501@203
927,5.0,0.0,1.6e-09,1.2e-09,3.255,128.6,128.9,1.14e-08,2.12e-08,1.4e-09,3.2e-09,,7,76,13,1,1.0,FA54-5339-327A-250501@203
928,6.0,1e-08,0.0,2.8e-09,3.207,130.3,130.6,9.8e-09,1.85e-08,3.7e-09,6.1e-09,,7,77,13,1,1.0,FA54-5339-327A-250501@203
929,7.0,1e-08,1.1e-09,2e-09,3.208,130.4,130.7,1.07e-08,1.96e-08,4.2e-09,2.2e-09,,7,78,13,1,1.0,FA54-5339-327A-250501@203
930,8.0,0.0,8e-10,2.8e-09,3.272,130.3,130.6,1.03e-08,1.94e-08,2.3e-09,1.4e-09,,7,79,13,1,1.0,FA54-5339-327A-250501@203
931,9.0,0.0,1e-10,3e-10,3.236,130.7,131.0,1.15e-08,1.76e-08,1.7e-09,1e-10,,7,80,13,1,1.0,FA54-5339-327A-250501@203
932,10.0,0.0,1e-09,3.3e-09,3.249,130.4,130.7,1.09e-08,1.95e-08,3.7e-09,1.8e-09,,7,81,13,1,1.0,FA54-5339-327A-250501@203
933,11.0,1e-08,2.7e-09,5.7e-09,3.258,129.5,129.9,1.09e-08,1.93e-08,6.7e-09,0.0,,7,82,13,1,1.0,FA54-5339-327A-250501@203
934,12.0,1e-08,8e-10,2.9e-09,3.288,129.5,129.8,1.11e-08,2.01e-08,4.6e-09,5.3e-09,,7,83,13,1,1.0,FA54-5339-327A-250501@203
935,13.0,0.0,1.7e-09,3e-10,3.294,130.1,130.2,9.2e-09,1.78e-08,4.4e-09,3.2e-09,,7,84,13,1,1.0,FA54-5339-327A-250501@203
936,14.0,2e-08,1.6e-09,3.4e-09,3.104,130.4,130.5,1.08e-08,1.65e-08,3.8e-09,7e-10,,7,85,13,1,1.0,FA54-5339-327A-250501@203
937,15.0,0.0,2e-10,1.4e-09,3.102,129.6,129.8,9.5e-09,1.9e-08,2.3e-09,1e-09,,7,86,13,1,1.0,FA54-5339-327A-250501@203
938,16.0,0.0,1.5e-09,1.3e-09,3.14,129.8,130.0,9e-09,1.75e-08,5.3e-09,5e-10,,7,87,13,1,1.0,FA54-5339-327A-250501@203
939,17.0,0.0,2.8e-09,1e-10,3.16,129.8,130.1,9e-09,1.76e-08,4e-09,5.5e-09,,7,88,13,1,1.0,FA54-5339-327A-250501@203
940,17.0,1e-08,3.5e-09,1e-09,3.202,129.6,129.8,7.7e-09,1.72e-08,1.4e-09,2.4e-09,,7,89,14,1,1.0,FA54-5339-327A-250501@203
941,16.0,0.0,2e-09,2.9e-09,3.189,129.7,130.0,9.3e-09,1.63e-08,3.7e-09,2e-10,,7,90,14,1,1.0,FA54-5339-327A-250501@203
942,15.0,0.0,2e-09,1e-10,3.132,129.5,129.7,8.6e-09,1.8e-08,1.2e-09,5e-10,,7,91,14,1,1.0,FA54-5339-327A-250501@203
943,14.0,0.0,5e-10,3.4e-09,3.145,130.0,130.5,8.8e-09,1.66e-08,3.7e-09,4.6e-09,,7,92,14,1,1.0,FA54-5339-327A-250501@203
944,13.0,1e-08,2.2e-09,1.5e-09,3.275,130.3,130.6,9.6e-09,1.78e-08,3.5e-09,4.2e-09,,7,93,14,1,1.0,FA54-5339-327A-250501@203
945,12.0,0.0,1e-10,3.9e-09,3.205,130.2,130.4,1.07e-08,1.84e-08,4.3e-09,2.5e-09,,7,94,14,1,1.0,FA54-5339-327A-250501@203
946,11.0,2e-08,1.4e-09,9e-10,3.28,130.2,130.5,1.17e-08,1.71e-08,5.1e-09,3e-09,,7,95,14,1,1.0,FA54-5339-327A-250501@203
947,10.0,1e-08,2.5e-09,1.8e-09,3.222,130.5,130.7,1.07e-08,1.92e-08,7e-10,1.9e-09,,7,96,14,1,1.0,FA54-5339-327A-250501@203
948,9.0,0.0,7e-10,3.6e-09,3.232,130.4,130.6,1.11e-08,1.86e-08,3.5e-09,3e-09,,7,97,14,1,1.0,FA54-5339-327A-250501@203
949,8.0,1e-08,1e-09,6e-10,3.288,129.9,130.3,1.11e-08,1.99e-08,2.5e-09,2.6e-09,,7,98,14,1,1.0,FA54-5339-327A-250501@203
950,7.0,0.0,2e-10,2.1e-09,3.226,130.3,130.5,9.3e-09,1.9e-08,4.6e-09,1.7e-09,,7,99,14,1,1.0,FA54-5339-327A-250501@203
951,6.0,2e-08,0.0,6e-09,3.228,130.0,130.3,1.03e-08,1.89e-08,4e-09,3.2e-09,,7,100,14,1,1.0,FA54-5339-327A-250501@203
952,5.0,0.0,2.3e-09,0.0,3.333,128.4,128.9,9.7e-09,2.17e-08,2.3e-09,3.2e-09,,7,101,14,1,1.0,FA54-5339-327A-250501@203
953,6.0,1e-08,7e-10,4.6e-09,3.257,130.0,130.2,9.2e-09,1.94e-08,1.2e-09,3e-10,,7,102,15,1,1.0,FA54-5339-327A-250501@203
954,7.0,0.0,3e-10,1.1e-09,3.239,130.3,130.5,1.1e-08,1.84e-08,1e-09,6e-10,,7,103,15,1,1.0,FA54-5339-327A-250501@203
955,8.0,0.0,1.3e-09,0.0,3.185,129.8,130.2,1.05e-08,1.98e-08,3.9e-09,1.8e-09,,7,104,15,1,1.0,FA54-5339-327A-250501@203
956,9.0,1e-08,1.9e-09,6e-10,3.27,130.0,130.2,9.3e-09,1.82e-08,6.7e-09,2.5e-09,,7,105,15,1,1.0,FA54-5339-327A-250501@203
957,10.0,0.0,1.9e-09,3.2e-09,3.207,130.2,130.4,1.08e-08,1.69e-08,4.6e-09,5.5e-09,,7,106,15,1,1.0,FA54-5339-327A-250501@203
958,11.0,1e-08,2e-09,1.1e-09,3.269,130.4,130.6,1.02e-08,1.83e-08,4.9e-09,3.2e-09,,7,107,15,1,1.0,FA54-5339-327A-250501@203
959,12.0,0.0,7e-10,2.9e-09,3.279,130.4,130.6,9.7e-09,1.74e-08,6.1e-09,3.1e-09,,7,108,15,1,1.0,FA54-5339-327A-250501@203
960,13.0,0.0,0.0,2.2e-09,3.219,130.1,130.4,9.8e-09,1.68e-08,1.4e-09,2e-10,,7,109,15,1,1.0,FA54-5339-327A-250501@203
961,14.0,1e-08,2e-10,1.2e-09,3.187,129.6,129.9,8.5e-09,1.8e-08,2.5e-09,4e-10,,7,110,15,1,1.0,FA54-5339-327A-250501@203
962,15.0,1e-08,1.4e-09,5e-10,3.154,129.3,129.6,7e-09,1.7e-08,3.2e-09,1.1e-09,,7,111,15,1,1.0,FA54-5339-327A-250501@203
963,16.0,1e-08,2.2e-09,8e-10,3.178,129.7,129.9,8e-09,1.67e-08,2.3e-09,3.5e-09,,7,112,15,1,1.0,FA54-5339-327A-250501@203
964,16.0,1e-08,1e-09,3.7e-09,3.166,129.1,129.4,7e-09,1.7e-08,2e-10,9e-10,,7,113,16,1,1.0,FA54-5339-327A-250501@203
965,15.0,1e-08,2.5e-09,1.8e-09,3.171,129.5,129.7,7.7e-09,1.66e-08,5e-09,1e-09,,7,114,16,1,1.0,FA54-5339-327A-250501@203
966,14.0,1e-08,2.8e-09,3.1e-09,3.179,129.6,129.8,9.6e-09,1.63e-08,4.6e-09,3.2e-09,,7,115,16,1,1.0,FA54-5339-327A-250501@203
967,13.0,0.0,2.7e-09,1.1e-09,3.208,129.4,129.8,9.4e-09,1.8e-08,3.2e-09,4.3e-09,,7,116,16,1,1.0,FA54-5339-327A-250501@203
968,12.0,2e-08,1.4e-09,1.4e-09,3.233,129.8,130.1,9.5e-09,1.85e-08,3.7e-09,2.4e-09,,7,117,16,1,1.0,FA54-5339-327A-250501@203
969,11.0,0.0,2.6e-09,6.2e-09,3.225,129.8,130.0,1.08e-08,1.8e-08,5.7e-09,1e-09,,7,118,16,1,1.0,FA54-5339-327A-250501@203
970,10.0,0.0,8e-10,4.4e-09,3.21,129.7,129.9,1.02e-08,1.87e-08,5e-09,7.1e-09,,7,119,16,1,1.0,FA54-5339-327A-250501@203
971,9.0,0.0,0.0,1.4e-09,3.236,129.8,130.1,9.6e-09,1.94e-08,2e-09,2e-10,,7,120,16,1,1.0,FA54-5339-327A-250501@203
972,8.0,1e-08,4.1e-09,4e-10,3.197,130.0,130.4,9.7e-09,1.79e-08,2.2e-09,4.1e-09,,7,121,16,1,1.0,FA54-5339-327A-250501@203
973,7.0,0.0,3e-10,1e-09,3.219,130.1,130.4,9.3e-09,1.86e-08,4e-10,5e-10,,7,122,16,1,1.0,FA54-5339-327A-250501@203
974,6.0,0.0,0.0,2.2e-09,3.245,129.4,129.8,1.07e-08,1.91e-08,4.5e-09,4.2e-09,,7,123,16,1,1.0,FA54-5339-327A-250501@203
975,7.0,0.0,1.7e-09,0.0,3.253,129.5,129.8,1e-08,1.88e-08,4.6e-09,5.4e-09,,7,124,17,1,1.0,FA54-5339-327A-250501@203
976,8.0,1e-08,2.7e-09,4.1e-09,3.25,130.0,130.1,9.9e-09,1.78e-08,2.4e-09,2.7e-09,,7,125,17,1,1.0,FA54-5339-327A-250501@203
977,9.0,1e-08,1.2e-09,6.2e-09,3.217,130.0,130.3,1.04e-08,1.71e-08,6.1e-09,9e-10,,7,126,17,1,1.0,FA54-5339-327A-250501@203
978,10.0,0.0,1.8e-09,2.7e-09,3.181,129.8,130.0,9.6e-09,1.83e-08,3e-09,6.7e-09,,7,127,17,1,1.0,FA54-5339-327A-250501@203
979,11.0,0.0,2.9e-09,2e-10,3.218,129.6,129.8,9.9e-09,1.88e-08,8e-10,1.2e-09,,7,128,17,1,1.0,FA54-5339-327A-250501@203
980,12.0,1e-08,5e-10,2.5e-09,3.205,129.5,129.7,1.01e-08,1.86e-08,3.9e-09,4.1e-09,,7,129,17,1,1.0,FA54-5339-327A-250501@203
981,13.0,1e-08,3.4e-09,1e-09,3.276,129.3,129.7,9.4e-09,1.79e-08,2.7e-09,1.8e-09,,7,130,17,1,1.0,FA54-5339-327A-250501@203
982,14.0,0.0,1e-09,0.0,3.205,129.9,130.1,9.4e-09,1.68e-08,1.9e-09,2.5e-09,,7,131,17,1,1.0,FA54-5339-327A-250501@203
983,15.0,1e-08,1.4e-09,3.2e-09,3.149,129.2,129.5,8.8e-09,1.66e-08,4.7e-09,5.2e-09,,7,132,17,1,1.0,FA54-5339-327A-250501@203
984,14.0,1e-08,4.8e-09,3e-10,3.195,128.9,129.3,9.4e-09,1.8e-08,3.2e-09,3.9e-09,,7,133,18,1,1.0,FA54-5339-327A-250501@203
985,13.0,0.0,1e-09,4.4e-09,3.257,128.9,129.3,8.5e-09,1.87e-08,4e-09,1.1e-09,,7,134,18,1,1.0,FA54-5339-327A-250501@203
986,12.0,0.0,2.4e-09,6.6e-09,3.251,129.4,129.7,1e-08,1.8e-08,7.7e-09,1.6e-09,,7,135,18,1,1.0,FA54-5339-327A-250501@203
987,11.0,2e-08,0.0,2.6e-09,3.208,129.7,129.9,1.12e-08,1.81e-08,2.5e-09,2.4e-09,,7,136,18,1,1.0,FA54-5339-327A-250501@203
988,10.0,0.0,1e-10,4e-10,3.166,129.6,130.0,1.03e-08,1.92e-08,2.7e-09,7e-10,,7,137,18,1,1.0,FA54-5339-327A-250501@203
989,9.0,0.0,1.6e-09,1.4e-09,3.216,129.6,130.0,8.5e-09,1.79e-08,5.3e-09,4.3e-09,,7,138,18,1,1.0,FA54-5339-327A-250501@203
990,8.0,0.0,1.9e-09,1e-09,3.2,128.8,129.2,9.6e-09,1.93e-08,4.3e-09,3e-09,,7,139,18,1,1.0,FA54-5339-327A-250501@203
991,10.0,0.0,7e-10,2.9e-09,3.187,128.4,128.8,1.12e-08,1.96e-08,2.8e-09,7e-10,,7,140,19,1,1.0,FA54-5339-327A-250501@203
992,11.0,1e-08,1.9e-09,7e-10,3.233,128.5,128.8,1.1e-08,2.16e-08,3e-09,4e-10,,7,141,19,1,1.0,FA54-5339-327A-250501@203
993,12.0,0.0,1.5e-09,4e-10,3.211,128.1,128.4,1.01e-08,2.21e-08,4.3e-09,7e-10,,7,142,19,1,1.0,FA54-5339-327A-250501@203
994,11.0,1e-08,4.7e-09,2.8e-09,3.136,129.6,130.0,1.46e-08,2.29e-08,1.9e-09,2.6e-09,,8,1,5,1,1.0,FA54-5339-327A-250501@203
995,14.0,1e-08,1.4e-09,6.1e-09,3.158,129.6,129.9,1.39e-08,2.12e-08,5.6e-09,1.9e-09,,8,2,6,1,1.0,FA54-5339-327A-250501@203
996,13.0,0.0,2.7e-09,4.6e-09,3.132,129.8,130.2,1.17e-08,2.01e-08,3.5e-09,3e-09,,8,3,6,1,1.0,FA54-5339-327A-250501@203
997,12.0,0.0,3.1e-09,4.4e-09,3.127,130.2,130.4,1.21e-08,1.87e-08,5e-09,2.7e-09,,8,4,6,1,1.0,FA54-5339-327A-250501@203
998,11.0,0.0,2.2e-09,1e-09,3.104,130.3,130.4,1.13e-08,2.09e-08,2.9e-09,2.5e-09,,8,5,6,1,1.0,FA54-5339-327A-250501@203
999,10.0,0.0,3.2e-09,3.2e-09,3.096,130.4,130.5,1.08e-08,1.97e-08,3e-10,3.6e-09,,8,6,6,1,1.0,FA54-5339-327A-250501@203
1000,9.0,0.0,1.5e-09,6.4e-09,3.133,130.2,130.4,1.08e-08,1.89e-08,4.9e-09,3.3e-09,,8,7,6,1,1.0,FA54-5339-327A-250501@203
1001,7.0,0.0,2.2e-09,1.1e-09,3.099,130.1,130.4,7.2e-09,1.48e-08,3.6e-09,2.1e-09,,8,8,7,1,1.0,FA54-5339-327A-250501@203
1002,8.0,0.0,2.1e-09,3.5e-09,3.176,130.1,130.4,1.12e-08,1.8e-08,3.6e-09,2.2e-09,,8,9,7,1,1.0,FA54-5339-327A-250501@203
1003,9.0,1e-08,1.9e-09,3.7e-09,3.112,130.3,130.5,9.5e-09,1.76e-08,3.6e-09,6.1e-09,,8,10,7,1,1.0,FA54-5339-327A-250501@203
